id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F1407	205.17	11.96	kp1296_204.1627		M0,M+H+	8.91	15.75	882	12818490	0.94	0.93	8	7	1896771	494108	0	2332590	2525438	2129941	1904830	2011306
F1408	205.17	18.01	kp1297_204.1627		M0,M+H+	15.75	22.58	882	8503631	0.94	0.91	7	7	1760466	391139	0	356099	1674299	1500462	1848937	1672294
F1411	259.9912	138.74	2603	C9H10BrNO3	singleton	137.6	141.35	1272	7322335	1.0	0.87	1684	5	1612028	0	0	1029873	0	1640004	1484707	1566723
F1415	166.0723	75.99	2604	C6H7N5O	singleton	73.01	79.04	545	46530964	1.0	0.99	1938	8	4760010	5977599	6240621	6754910	6178479	5315224	5181135	4995797
F1416	205.9873	50.32	kp1298_204.98		M0,M+H+	47.22	54.18	883	14230190	1.0	0.99	2083	8	1800064	5477137	2233199	874720	848459	1172642	1563717	1152413
F1419	260.0532	202.84	2607	C6H14NO8P	singleton	200.92	205.89	1274	1319719	1.0	0.99	223	3	500761	0	0	0	0	455516	0	377250
F1420	120.0556	16.89	2608	C6H5N3	singleton	15.37	18.76	163	1384134	1.0	0.98	17	4	211617	0	0	0	0	260364	446719	478554
F1421	205.9958	160.75	kp1299_204.9885		M0,M+H+	159.26	164.19	884	8155526	1.0	0.94	1330	6	1706197	0	0	1488892	1524871	1477135	946393	1000153
F1422	205.9958	167.65	_singleton_2609	C5H11BrFN	singleton	164.19	169.57	884	2577020	1.0	0.86	271	6	492488	0	0	399271	468951	545734	283275	368119
F1423	205.9958	171.88	_singleton_2610	C5H11BrFN	singleton	169.57	175.35	884	1979331	0.98	0.94	207	6	533571	0	0	56833	190386	456694	381890	375957
F1424	205.9958	178.05	2611	C5H11BrFN	singleton	175.35	181.14	884	1409793	0.85	0.85	121	5	346163	0	0	0	29005	371483	374306	304836
F1425	260.1143	196.35	kp178_259.107		M0,M+H+	194.08	200.92	1275	37436717	1.0	0.99	7673	7	9213546	0	363083	594880	465490	8850803	9591380	8376535
F1427	166.084	150.41	_singleton_2612	C7H13NO2	singleton	148.91	154.65	547	1367612	0.74	0.82	165	8	101186	217495	277806	329336	200392	46408	90962	80783
F1428	206.0945	112.81	kp1322_169.1104		M0,HCl	111.25	117.41	885	14393340	1.0	0.86	2967	8	1608626	1891713	1964106	1975448	1906596	1690535	1691170	1507388
F1431	120.0655	163.81	kp180_119.0582		M0,M+H+	160.0	168.42	164	317521076	1.0	0.89	56	8	36172228	47264228	42768571	41243710	38605986	37051282	34175089	34079056
F1433	166.0863	115.1	kp181_143.0972		M0,Na/H	110.44	119.65	548	539213050	1.0	0.97	348	8	250827198	293757461	365017802	300825754	250383726	249740980	233837636	227941125
F1434	260.1857	99.55	kp183_259.1784		M0,M+H+	95.32	104.19	1277	153119307	1.0	0.94	9231	8	20395809	15767397	20658914	19047107	15247537	21711988	19376428	20669540
F1435	260.9882	139.12	2615	C8H6IN	singleton	137.6	142.1	1278	17596917	1.0	0.95	3440	8	2118506	2745985	2396134	2368700	2101763	1793563	1926953	1595751
F1436	206.1176	101.86	2616	C12H12O2	singleton	97.23	106.47	887	18668418	1.0	0.87	108	8	2672898	1979891	1831195	1893087	1785010	2866743	2757779	2790062
F1437	261.0982	80.19	2617	C12H12N4O3	singleton	77.13	82.86	1279	3360289	1.0	0.99	427	4	858716	0	0	0	0	831902	882622	803055
F1438	166.1227	18.76	2618	C10H12O	singleton	14.61	23.32	549	1882312	1.0	0.94	7	3	667810	0	0	0	603923	0	663386	0
F1440	206.128	160.0	kp184_205.1203		M0,M+H+	155.42	164.57	888	99426102	1.0	0.97	2122	8	11003928	10313382	15431843	15833770	13912306	11865942	8546854	10835902
F1441	166.1339	7.01	_singleton_2619	C9H12N2	singleton	4.31	9.67	550	3650251	0.8	0.89	4	8	182169	2041346	1051984	392804	252594	216979	160853	167609
F1442	166.1339	12.72	_singleton_2620	C9H12N2	singleton	9.67	15.37	550	4186803	0.8	0.94	5	8	231173	957995	409477	2610285	397782	196400	90814	173503
F1443	166.1339	19.14	_singleton_2621	C9H12N2	singleton	15.37	23.7	550	19209818	1.0	0.95	13	8	3567485	918037	561227	1458093	3911636	3624589	3195567	3155152
F1445	166.1339	104.95	_singleton_2623	C9H12N2	singleton	100.33	109.63	550	13336484	0.78	0.9	6	8	1817627	1904324	2001946	1903081	1865295	1798424	1751020	1677921
F1448	206.9919	21.43	kp185_164.9581		M0,ACN	16.89	24.44	889	6559388	1.0	0.96	17	3	3028080	0	1187271	0	0	0	2363906	0
F1451	207.0073	19.88	2628	C4H5AlN4O3	singleton	18.01	22.2	890	1031140	1.0	0.99	194	2	548224	0	0	0	0	0	497087	0
F1452	261.131	23.7	_singleton_2629	C10H19N3O5	singleton	22.95	25.97	1281	7599290	1.0	0.88	2492	7	1733627	359414	0	300306	258973	1492256	1732146	1731568
F1461	120.0807	18.76	kp187_119.0735		M0,M+H+	15.37	23.32	165	130611512	0.97	1.0	17	8	30117900	1429241	1777590	2510003	27670663	25641054	28227372	26703817
F1462	120.0807	115.1	kp188_119.0735		M0,M+H+	111.65	119.65	165	538092780	1.0	0.97	67	8	66118954	75667723	93384388	75668873	65313799	65226259	61605652	58993269
F1464	120.0905	142.1	kp1300_119.0831		M0,Na/H	139.12	145.18	166	28901547	1.0	0.99	2939	8	1173953	7633980	5928611	5459744	5163748	1243456	1051865	1192972
F1470	166.9508	138.36	kp189_165.9435		M0,M+H+	136.83	142.87	552	215378333	1.0	0.82	22822	8	47529768	4075601	3566616	4752197	14896484	46500384	46962212	44776181
F1471	261.1446	168.03	_singleton_2638	C11H20N2O5	singleton	166.49	170.34	1282	20883828	1.0	0.95	299	8	3812731	1143671	1185586	1229602	1190557	4039128	3754604	3810373
F1472	261.1446	171.88	_singleton_2639	C11H20N2O5	singleton	170.34	176.12	1282	13551438	1.0	0.84	143	8	2786239	900886	531895	644488	425290	2872214	2742080	2664346
F1482	167.0485	243.22	kp191_125.0147		M0,ACN	238.64	247.81	554	536086426	1.0	0.92	69	8	47840263	112840886	99237163	90736426	88383010	24653639	56830334	26356731
F1483	262.1286	205.5	kp192_261.1213		M0,M+H+	201.32	210.11	1285	21848722	1.0	0.98	376	8	2998580	2752689	2796559	2945544	2628426	2779500	2776265	2537189
F1484	262.1286	218.57	kp193_261.1213		M0,M+H+	215.89	223.15	1285	60106745	1.0	0.98	1519	8	7959801	8722076	7830349	8020820	6658120	7652578	7212870	6390971
F1485	207.9913	160.75	2645	C5H6Cl2N4O	singleton	158.88	164.19	897	1813053	1.0	1.0	266	3	628486	0	0	0	581490	621837	0	0
F1486	262.1398	237.5	2636	C10H19N3O5	singleton	232.91	242.08	1286	3774074	1.0	0.99	182	5	663168	769116	964306	0	828595	595051	0	0
F1493	120.1019	116.63	_singleton_2649	C5H10O2	singleton	112.04	118.9	168	5833206	0.84	0.75	6	8	851369	825920	835045	724655	589085	727575	760411	637668
F1495	120.1019	129.9	2651	C5H10O2	singleton	125.32	134.53	168	41263380	1.0	0.97	57	8	7292195	1541299	1773451	1551271	1343207	7950751	9038454	10317483
F1496	262.1591	23.7	_singleton_2652	C19H19N	singleton	22.95	25.59	1287	3265192	1.0	0.93	1008	4	891862	0	0	0	0	896427	797273	687630
F1502	262.1657	117.02	_singleton_2657	C12H23NO5	singleton	113.57	121.55	1288	13615606	1.0	0.98	1040	8	3268549	362187	362802	230864	238412	3229911	3162105	2743163
F1503	262.1657	129.52	_singleton_2658	C12H23NO5	singleton	126.85	132.21	1288	1956405	1.0	0.96	110	8	198711	285833	258141	300906	268779	229396	170869	209112
F1504	262.1657	153.89	2659	C12H23NO5	singleton	149.65	157.74	1288	13637101	1.0	0.97	526	8	1836911	2227268	1770669	1479770	1286839	1748668	1581181	1649344
F1507	167.0834	114.72	2660	C7H15ClO2	singleton	113.19	118.53	558	6781490	1.0	0.96	1414	8	731166	902433	1274392	940108	705002	696414	722825	670631
F1508	121.0396	56.48	2661	C6H4N2O	singleton	52.24	60.67	170	17476588	1.0	1.0	300	8	1779408	1324759	1463654	7133445	873901	1699739	1729160	1596838
F1510	167.0856	23.7	kp194_166.0781		M0,M+H+	21.43	27.93	559	88684227	1.0	0.98	2485	8	20866405	828171	972126	842180	780052	22664946	20872683	20816793
F1511	167.0856	34.87	2662	C5H11NO2S	singleton	30.99	38.74	559	4312295	1.0	0.9	126	8	1186660	80721	23939	14398	32400	1084509	989702	920966
F1514	208.1333	34.87	_singleton_2664	C12H17NO2	singleton	30.61	39.51	901	6172837	0.86	0.94	14	8	888106	747164	965379	888118	814899	809404	825015	795728
F1516	208.1333	84.76	_singleton_2666	C12H17NO2	singleton	80.95	87.41	901	10477608	1.0	0.99	27	8	1601819	1154295	1152882	1121869	1172323	1547347	1648933	1527514
F1517	208.1333	173.42	2667	C12H17NO2	singleton	168.8	178.05	901	15244285	1.0	0.92	7	8	1758091	2529671	2363044	2276376	1796372	1757687	1692112	1623662
F1521	208.1552	22.95	_singleton_2670	C9H22SSi	singleton	21.82	24.82	902	3671757	0.9	0.98	1034	8	746302	223075	238639	126898	105445	741572	767672	677040
F1522	208.1552	33.71	_singleton_2671	C9H22SSi	singleton	29.08	37.57	902	26844936	1.0	0.87	2017	8	5460960	1963929	1562488	1067683	871984	5377149	5434669	5207905
F1523	208.1552	229.91	2672	C9H22SSi	singleton	225.42	234.44	902	33325403	1.0	0.93	43	8	1367436	6394642	8794387	7041765	5828736	1403726	1230182	1311373
F1524	262.1915	12.34	kp195_261.1842		M0,M+H+	10.44	16.51	1289	11029837	0.79	0.96	46	7	46012	427016	0	10579759	49645	39213	70585	107819
F1525	262.1915	18.38	kp196_261.1842		M0,M+H+	16.51	22.95	1289	53053560	1.0	0.97	142	7	9876961	252977	0	408255	11147054	12352380	9926062	9298957
F1530	121.0648	16.13	_singleton_2676	C8H8O	singleton	14.99	18.01	171	12512979	1.0	0.98	3069	8	2777814	443788	1168423	681665	519001	2112694	2258748	2559846
F1531	121.0648	114.72	2677	C8H8O	singleton	113.19	117.41	171	1369457	1.0	0.89	10	8	174734	147117	220311	209496	175296	142981	135685	147779
F1534	262.2278	7.39	_singleton_2679	C16H24N2	singleton	5.08	10.82	1290	1206061	1.0	0.98	163	1	0	1223595	0	0	0	0	0	0
F1535	262.2278	13.1	_singleton_2680	C16H24N2	singleton	10.82	15.37	1290	1382308	1.0	1.0	186	3	0	66991	0	1301307	0	0	0	10517
F1536	262.2278	19.14	2681	C16H24N2	singleton	15.75	23.7	1290	7055205	1.0	1.0	683	7	1365880	33902	0	44915	1522382	1458749	1428750	1248151
F1537	167.0928	29.08	_singleton_2682	C7H10N4O	singleton	25.59	31.37	561	10675330	1.0	0.95	464	8	1585693	1037460	1600753	1310560	927983	1545007	1537668	1351128
F1538	167.0928	34.1	2683	C7H10N4O	singleton	31.37	38.74	561	12864068	1.0	0.96	494	8	1492552	1689156	1791431	1655571	1734577	1733680	1444220	1500698
F1541	262.9817	150.03	2686	C11H7BrN2O	singleton	148.16	152.72	1291	3964212	1.0	0.97	515	4	1036815	0	0	0	0	950398	1019151	939340
F1544	208.1809	18.76	_singleton_2689	C12H21N3	singleton	16.51	22.58	904	2456174	0.77	0.98	11	6	586527	7388	0	8654	530170	624196	0	764125
F1547	167.1067	15.37	kp1302_166.0994		M0,M+H+	13.86	18.76	562	2339177	1.0	0.99	113	4	579538	0	0	0	0	656146	557233	547604
F1548	263.0173	173.81	kp1347_220.9835		M0,ACN	170.72	178.44	1292	7842575	1.0	0.83	737	6	1173112	0	0	1552431	2303711	1065077	881524	890973
F1550	208.8841	139.49	105991		singleton	137.22	142.1	905	4092729	1.0	1.0	617	4	985887	0	0	0	0	1320401	805435	995012
F1558	121.1011	15.37	2693	C9H12	singleton	13.86	19.14	174	864181	1.0	0.97	132	1	879186	0	0	0	0	0	0	0
F1560	208.9908	21.43	kp1303_166.9569		M0,ACN	16.89	24.07	906	4240193	1.0	0.98	16	3	1954945	0	819632	0	0	0	1499774	0
F1563	263.1391	106.85	_singleton_2696	C14H15NO3	singleton	105.33	110.84	1294	675084	0.72	0.91	17	8	3934	200337	239338	153547	59911	4458	4272	24287
F1564	263.1391	114.34	2697	C14H15NO3	singleton	110.84	117.41	1294	1822769	0.83	0.91	32	7	14188	529582	691502	381430	77761	10393	0	34116
F1565	263.1391	121.55	kp197_262.1319		M0,M+H+	120.03	125.32	1294	28804542	1.0	0.99	1059	8	3375266	3509252	4722596	4102966	3306317	3255242	3327375	3220528
F1566	263.1463	163.81	2698	C8H18N6O4	singleton	161.9	166.49	1295	82448362	1.0	0.99	24529	8	9751601	8579173	12404938	11214007	8366205	11395885	9443323	11306230
F1572	209.0729	144.79	2704	C8H15AlO3	singleton	142.87	146.3	908	15590843	1.0	0.94	4044	8	1610187	2853280	2727107	2500237	3021201	1623056	1568200	1520671
F1578	263.1755	95.7	2708	C15H22N2O2	singleton	97.61	100.33	1297	5437949	0.82	0.85	66	8	115215	147271	246115	169550	175965	193219	146985	121345
F1579	122.0964	16.51	_singleton_2709	C8H11N	singleton	13.86	21.04	177	15018312	1.0	0.97	115	5	3848125	0	0	0	714075	3255544	3714356	3616912
F1583	209.0922	115.1	kp199_208.0849		M0,M+H+	110.84	119.65	909	129628195	1.0	0.96	2639	8	14696769	16894710	20062803	18022102	15590660	15024414	13978103	13709336
F1584	209.0922	121.55	1778	C10H9NO3	singleton	120.03	125.32	909	14605027	1.0	0.77	153	8	1866898	1711690	1994968	2220181	1882793	1696598	1741917	1504982
F1590	122.9245	139.49	kp200_121.9172		M0,M+H+	137.22	143.63	178	369418355	1.0	0.98	56009	8	72386869	18838997	17557432	20012415	20557652	71893304	71319389	71057614
F1591	263.237	23.7	2712	C18H30O	singleton	22.58	27.93	1299	10742124	1.0	0.96	114	8	1588973	1010615	861191	791264	1029461	2003592	1725306	1556481
F1592	123.0403	243.6	2713	C3H6N3O	singleton	239.02	248.19	179	26005605	1.0	0.88	100	7	2370318	5531914	5261501	4739993	4608489	0	2724646	1368269
F1593	209.1021	127.23	2714	C8H14O5	singleton	123.42	131.83	910	8312149	1.0	0.9	367	6	1393152	0	1424145	1471309	0	1509922	1293360	1190003
F1594	264.0013	196.35	2715	C10H11Cl2NOS	singleton	193.69	200.92	1300	5324095	1.0	0.82	255	4	1465031	0	0	0	0	1245022	1481650	1161241
F1596	168.0656	31.76	kp1304_167.0583		M0,M+H+	27.54	36.4	569	5885246	1.0	1.0	215	6	315398	1117098	1596410	1349975	1262143	312996	0	0
F1600	264.1191	177.67	_singleton_2719	C9H14N2O6	singleton	175.35	181.14	1301	13914907	1.0	0.99	786	8	932458	2625434	2758954	2535089	2236157	1106112	952013	784690
F1601	264.1191	184.91	2720	C9H14N2O6	singleton	183.78	186.8	1301	2727011	1.0	0.99	246	8	214517	929725	460435	262210	156682	263873	192841	255728
F1610	168.0768	185.66	2725	C7H9N3O2	singleton	181.14	190.24	570	15978901	0.92	0.91	5	8	3688304	681208	452926	537572	563748	3897643	3203565	3759480
F1613	264.1959	24.44	kp1353_222.1621		M0,ACN	20.27	27.54	1305	319307871	1.0	0.96	2465	8	74117793	6309810	6290105	6050243	6008107	76715488	74057612	72544757
F1614	264.1959	30.23	kp201_263.1886		M0,M+H+	27.54	34.87	1305	22039331	1.0	0.99	149	8	4908828	454883	306684	354588	416126	5020410	5616728	5295014
F1615	168.0905	114.72	105992		singleton	113.19	117.79	572	7539511	1.0	0.94	1666	8	813899	1018255	1293151	1042723	871914	828223	784615	731035
F1617	209.1536	15.37	2678	C13H18O		13.48	18.38	913	6879136	1.0	0.89	271	8	1471058	314415	685362	643003	430885	1201201	1138081	962641
F1618	264.2071	7.39	_singleton_2727	C15H22N2O	singleton	3.16	10.44	1306	949891	1.0	0.98	71	5	26636	840097	0	57874	0	32028	32133	0
F1619	264.2071	12.72	_singleton_2728	C15H22N2O	singleton	10.44	15.37	1306	903966	1.0	1.0	74	7	45013	36539	0	760334	14167	16093	13067	23773
F1620	264.2071	19.14	2729	C15H22N2O	singleton	16.13	22.95	1306	3586404	1.0	1.0	220	6	721117	8347	0	0	749084	703940	772648	630786
F1621	123.0553	22.2	_singleton_2730	C6H6N2O	singleton	21.04	26.75	181	15164688	1.0	0.95	120	8	3337393	500851	495569	547180	534839	3139311	3706080	3260961
F1623	123.0553	157.35	_singleton_2732	C6H6N2O	singleton	153.89	160.0	181	3939668	0.9	0.76	4	8	576869	567404	501489	385052	461946	608094	581813	613692
F1624	264.9279	138.74	2736	C6H10S5	singleton	137.6	142.49	1307	27325454	1.0	0.73	3347	5	6572253	0	0	0	1241970	6488112	6610984	6204834
F1625	265.1119	128.37	kp202_264.1047		M0,M+H+	126.09	132.98	1308	18329777	1.0	0.95	2761	8	1072506	3329465	3857642	4046551	2550311	1110084	1087104	1092655
F1626	123.0804	16.51	_singleton_2737	C8H10O	singleton	14.23	18.38	182	882837	1.0	0.94	124	2	574288	0	0	0	0	0	332127	0
F1627	265.1184	106.09	kp203_264.1111		M0,M+H+	101.86	110.84	1309	539973694	1.0	0.99	74507	8	77482981	70909307	95070399	110391547	99672593	78787728	77688851	76707867
F1629	266.0361	243.6	kp1306_224.0022		M0,ACN	239.02	248.19	1312	96998590	1.0	0.89	778	8	4014004	24923455	23077533	20607095	18335809	1243217	5871568	1440540
F1632	168.1019	57.62	_singleton_2746	C9H10O2	singleton	54.57	59.53	574	2232187	0.71	0.91	3	8	107035	639201	569311	588229	527480	127573	124398	61492
F1633	168.1019	63.28	_singleton_2747	C9H10O2	singleton	59.53	65.54	574	6307783	0.88	0.94	6	8	1535250	101788	225953	187938	207795	1455253	1737557	1447220
F1636	168.1019	133.76	kp1308_167.0947		M0,M+H+	131.45	137.6	574	3514129	0.72	0.92	4	8	295752	594315	720709	773230	738878	304120	329720	274392
F1637	168.1019	169.18	kp204_167.0947		M0,M+H+	164.57	173.81	574	202243150	1.0	1.0	388	8	368771	52066466	56003529	50752982	42797364	309097	407033	357678
F1651	123.0916	19.14	_singleton_2762	C7H10N2	singleton	16.89	23.7	183	9026193	1.0	0.95	4	8	1780154	532540	475932	573054	1993157	1742158	1872334	1806630
F1655	124.0243	243.6	kp163_81.9904		M0,ACN	239.02	248.19	185	443533428	1.0	0.91	75	8	38405646	90979264	83750399	76579714	75256868	19480906	46455557	21208082
F1656	168.1132	6.62	_singleton_2767	C8H10N2O	singleton	2.02	8.91	575	9938193	0.99	0.96	6	8	1078370	2859914	294341	1928022	1452251	1362700	1154518	929364
F1657	168.1132	12.34	_singleton_2768	C8H10N2O	singleton	8.91	15.75	575	9983865	1.0	0.94	6	8	1414360	240773	233294	2220292	2146590	1840225	1512755	1289337
F1658	168.1132	17.63	kp1325_126.0793		M0,ACN	15.75	21.82	575	9531077	1.0	0.95	10	8	2354703	211969	262178	258295	1526400	1399903	2201471	2097237
F1659	168.1132	27.93	kp1326_126.0793		M0,ACN	24.44	32.55	575	17819716	1.0	0.91	13	8	2694858	2086514	2159396	2284362	2046716	2793064	2648886	2507860
F1660	168.1132	35.25	_singleton_2769	C8H10N2O	singleton	32.55	39.9	575	10557854	1.0	0.99	7	8	1558420	1499260	1319638	1331518	1383648	1637563	1526090	1538350
F1666	266.1055	17.63	kp1309_265.0978		M0,M+H+	14.61	19.88	1313	4316505	0.74	0.83	5	8	368093	1090597	955388	519924	457073	105723	409827	328799
F1671	266.1055	106.85	_singleton_2779	C15H19ClO2	singleton	102.25	110.84	1313	10477148	0.75	0.79	7	8	885867	1939958	2567062	1603519	1034528	897839	727467	786194
F1672	266.1055	114.72	kp208_265.0987		M0,M+H+	110.84	118.9	1313	17560989	0.91	0.96	11	8	1417136	4364098	3446130	2447924	1649264	1597836	1225348	1204607
F1673	266.1055	121.17	_singleton_2780	C15H19ClO2	singleton	118.9	123.05	1313	9589043	0.88	0.87	9	8	761883	2147161	1819627	1460241	1117690	960897	553387	755084
F1674	266.1055	126.85	kp209_265.0987		M0,M+H+	123.05	130.67	1313	23426547	0.91	0.82	11	8	2075232	5056589	4240104	3411997	2582409	2127207	1863712	1658545
F1678	168.1231	24.07	2783	C6H15NO3	singleton	22.2	28.7	576	2457709	1.0	0.94	395	5	412871	0	110163	0	0	611047	733995	640528
F1679	266.1154	106.09	2784	C15H14N4O	singleton	103.4	108.83	1314	3853516	1.0	1.0	609	7	494144	0	571273	706181	623268	469315	508904	496386
F1682	168.1383	18.01	2785	C10H14O	singleton	15.37	22.58	577	1130404	1.0	0.89	15	3	424897	0	0	0	0	0	369417	359338
F1683	266.1388	22.58	_singleton_2786	C14H16O4	singleton	21.43	24.07	1316	918895	1.0	0.9	178	8	71035	183506	176966	155105	72563	101063	60056	73854
F1684	266.1388	107.63	2787	C14H16O4	singleton	106.09	111.65	1316	8893287	1.0	0.99	395	8	975788	872740	1825478	1317287	998727	1122641	920097	875529
F1685	266.2228	7.01	2788	C17H30O2	singleton	2.78	9.29	1317	980115	1.0	0.72	16	5	126514	538325	0	114668	101533	129976	0	0
F1688	266.926	139.12	2789	C5H3IN2O3	singleton	136.83	142.1	1318	2207054	1.0	0.88	240	2	1281488	0	0	0	0	0	940571	0
F1689	267.0478	243.22	kp1516_225.0139		M0,ACN	238.64	247.81	1320	130747106	1.0	0.94	322	8	7630314	38643038	27357202	23189419	21484763	2400351	10071142	2721811
F1690	210.1602	7.39	kp211_209.1529		M0,M+H+	2.78	10.44	919	10319283	1.0	0.82	22	8	671186	6290929	379552	1110463	837674	731615	521313	636245
F1691	210.1602	12.34	kp212_168.1263		M0,ACN	10.44	16.13	919	8473100	1.0	0.96	19	8	475651	254778	157383	6289640	789577	459313	313545	408072
F1692	210.1602	18.38	kp213_168.1263		M0,ACN	16.13	22.95	919	28875643	1.0	0.97	48	8	5961011	302425	260466	307271	5773552	6273789	5669014	5146929
F1698	124.0757	17.63	kp1311_123.0684		M0,M+H+	15.75	22.2	186	7563477	1.0	0.93	24	8	1553115	668506	911359	720063	653336	670272	1619909	1476007
F1700	124.0757	101.48	_singleton_2185	C7H6O	singleton	96.85	106.09	186	9191097	1.0	0.96	6	8	995750	1426629	1543125	1559822	1515604	1029033	1092089	1022029
F1706	267.1098	171.49	2795	C14H16N2O2	singleton	169.18	172.65	1321	421379	0.81	0.97	11	7	80145	0	56233	105051	14355	70050	37637	67908
F1707	124.9227	139.12	105993		singleton	137.6	142.49	190	55991953	1.0	0.97	8828	8	11109728	2604943	2635415	2856721	2950427	10835236	11289421	10756474
F1708	124.9984	90.39	2796	C2H2F4	singleton	85.9	93.01	191	4845990	1.0	0.98	555	6	1187811	812991	430742	536959	0	754039	0	991470
F1709	267.1227	16.13	_singleton_2797	C12H17N3O4	singleton	15.37	18.38	1322	23926506	1.0	0.96	2743	8	6013803	721381	1509614	521752	102447	4389922	5607263	5069324
F1710	267.1227	36.02	_singleton_2798	C12H17N3O4	singleton	31.37	40.28	1322	1787487	1.0	0.94	150	7	22802	486278	859575	332226	71882	28946	9778	0
F1711	267.1227	45.69	_singleton_2799	C12H17N3O4	singleton	41.43	50.32	1322	2046300	1.0	0.87	166	6	21851	567502	836460	506219	149201	28823	0	0
F1712	267.1227	106.09	2800	C12H17N3O4	singleton	103.79	108.02	1322	2691643	1.0	0.98	553	8	248645	321668	279619	485723	452558	423330	292794	188311
F1716	168.1496	105.33	_singleton_2804	C9H14N2	singleton	101.1	108.42	578	30117901	1.0	0.85	16	8	4076296	3877803	5144250	3793743	3233535	3792847	3401166	3067885
F1719	124.9997	196.35	2807	C3H3ClO2	singleton	194.85	199.39	192	4405179	1.0	0.98	1039	6	1070181	0	22556	56982	0	1043066	1197341	1028053
F1720	168.9489	138.36	2808	C5H3ClOS	singleton	137.22	142.87	579	29600596	1.0	0.75	3380	8	6705909	737224	510658	699344	1694589	5841119	6645085	6409178
F1725	267.1857	24.07	_singleton_2810	C18H19N	singleton	22.95	26.36	1324	7853741	1.0	0.92	2501	4	2115529	0	0	0	0	2119067	1903877	1725268
F1726	267.1857	40.67	2811	C18H19N	singleton	37.57	42.59	1324	1514379	1.0	0.94	259	4	341755	0	0	0	0	361754	433421	449520
F1727	210.9932	5.86	kp216_209.9859		M0,M+H+	1.28	7.01	920	244860012	0.98	0.99	18	8	35849996	20586359	15069660	30518660	30685474	35181767	35889901	32092556
F1730	210.9932	22.58	kp217_209.9859		M0,M+H+	19.51	24.82	920	106969712	0.78	0.91	9	8	12447215	11539989	10670084	14850593	18480321	16526706	12356192	12990286
F1731	210.9932	31.76	_singleton_2812	C8H6ClFO2	singleton	27.54	33.71	920	138307221	0.78	0.82	10	8	18703767	12400071	13048513	19410569	18759772	20522742	19392012	20199268
F1732	210.9932	36.4	kp218_209.9859		M0,M+H+	33.71	41.05	920	161818329	0.78	0.94	11	8	21683887	13495945	15054992	22595171	25639980	22936292	22060274	23209450
F1733	210.9932	50.32	2813	C8H6ClFO2	singleton	45.69	54.95	920	186084663	0.78	0.78	11	8	26393137	15884600	16700024	25724822	28582607	27815804	26196292	28000846
F1740	169.0844	118.16	_singleton_2816	C7H11N3O2	singleton	115.86	122.68	582	2893500	1.0	0.95	400	5	508601	538742	737364	647309	500811	0	0	0
F1743	268.0486	243.6	2819	C8H10O7S	singleton	239.02	248.19	1326	27072678	1.0	0.89	1632	6	1623826	8142965	5794557	5347449	4695098	0	2058328	0
F1745	169.0858	17.26	_singleton_2750	C9H10O2	singleton	15.37	19.51	583	987693	1.0	0.96	183	4	332912	0	0	26454	0	0	349860	321301
F1746	169.0858	118.16	2751	C9H10O2	singleton	115.86	121.92	583	681261	1.0	0.97	109	2	0	0	0	0	0	0	303025	407057
F1747	268.1755	15.37	_singleton_2820	C11H22O6	singleton	13.48	17.26	1327	1264730	1.0	0.98	234	5	262698	0	0	0	170005	423485	246668	172878
F1748	268.1755	21.43	2821	C11H22O6	singleton	19.14	23.7	1327	1123633	1.0	1.0	205	5	207632	0	0	0	95655	219299	279528	318228
F1752	268.9985	147.04	kp221_267.9913		M0,M+H+	142.49	151.56	1329	813402774	1.0	1.0	11992	8	3307245993	3155790051	3100500628	3161150564	3285921430	3327918486	3383439986	3318944666
F1756	169.1336	128.76	2825	C9H13NO	singleton	124.17	133.37	584	5739869	0.73	0.88	5	7	820650	994218	1174457	1197439	1009278	0	713998	605599
F1758	211.0124	11.58	_singleton_2827	C9H9NOS2	singleton	7.77	14.23	922	7137648	0.72	0.71	11	8	993332	254853	417359	1257881	1197572	1103992	1006724	888531
F1759	211.0124	17.63	kp205_167.9753		13C/12C,ACN	14.23	20.27	922	9122074	0.92	0.87	38	8	2174709	177768	551685	351516	1270485	609909	2148290	1825679
F1764	211.0124	115.48	_singleton_2830	C9H9NOS2	singleton	112.04	119.27	922	7876762	0.75	0.8	5	8	1195523	735931	1577671	831298	508628	951978	1169352	872217
F1765	211.0124	127.23	_singleton_2831	C9H9NOS2	singleton	123.42	130.28	922	14097347	0.72	0.78	7	8	1977224	1567796	2659583	1815718	1056057	1516652	1862331	1491809
F1766	211.0124	131.83	_singleton_2832	C9H9NOS2	singleton	130.28	135.29	922	10466103	0.83	0.81	9	8	1290797	1124338	2124226	1283996	903806	1202338	1356679	1091458
F1767	211.0124	143.63	_singleton_2833	C9H9NOS2	singleton	140.98	145.55	922	4961845	0.76	0.9	6	8	557824	764878	1094008	556358	570769	555911	600068	564168
F1772	269.0458	18.38	_singleton_2838	C10H11N3O4S	singleton	17.63	21.43	1330	5064462	0.76	0.96	773	5	755493	0	0	0	1082825	1357323	895990	983831
