id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F5332	388.9509	27.54	kp1473_387.9436		M0,M+H+	25.2	29.46	2116	9176812	0.79	0.94	57	8	1775371	971852	787679	752175	725127	1423698	1748989	1229836
F5333	388.9509	31.76	4721	C12H12BrN3O3S2	singleton	29.46	33.71	2116	12091429	0.89	0.95	69	8	2246977	1167477	1181282	979981	1068016	1723860	2188965	1546871
F5334	388.9509	36.02	kp1474_387.9436		M0,M+H+	33.71	40.67	2116	16906444	0.9	0.95	74	8	2615724	1874908	1631575	1656320	2255277	2311875	2729326	1972407
F5335	388.9509	50.71	kp1475_387.9436		M0,M+H+	46.07	54.57	2116	16998690	0.87	0.75	79	8	2618731	2043041	1649018	1608565	1835486	2385275	2872056	2384695
F5337	598.7946	139.49	kp732_597.7874		M0,M+H+	137.6	141.72	2955	50208312	1.0	0.97	9282	4	12577414	0	0	0	0	12842203	12847259	11953436
F5340	389.0568	110.44	4724	C18H14Cl2N4O2	singleton	106.47	114.34	2118	5238243	1.0	0.99	604	7	740491	782636	697279	0	699787	681978	817392	740251
F5341	598.8344	140.61	106130		singleton	137.22	142.49	2956	1898945	1.0	0.91	225	2	931887	0	0	0	0	0	982062	0
F5342	389.1366	144.4	4725	C22H19N3O4	singleton	142.49	145.55	2119	3316666	1.0	0.92	1010	6	372121	743717	646236	718502	810937	0	0	407828
F5343	389.163	25.59	kp733_388.1553		M0,M+H+	23.32	30.23	2120	397187827	1.0	0.73	331	8	97754059	2311699	3806388	3862325	2671923	101136577	97092450	97696423
F5344	389.163	53.0	kp734_388.1553		M0,M+H+	48.38	57.62	2120	171041218	0.92	0.97	17906	8	38448965	1351664	1652379	1372863	1378169	42658678	43511481	42691578
F5354	557.1736	14.99	4730	C31H28N2O6S	singleton	13.86	16.13	2798	12739815	1.0	0.89	3781	2	5846566	0	0	0	0	6900249	0	0
F5359	558.0506	149.28	4731	C21H33Cl3O3Sn	singleton	147.79	151.18	2799	500768	1.0	0.99	102	1	510772	0	0	0	0	0	0	0
F5363	558.1347	16.51	4732	C21H25N5O8S2	singleton	14.99	19.88	2800	39033699	1.0	0.99	11125	4	9524109	0	0	0	0	6652818	11862021	11008751
F5364	600.7927	139.49	106135		singleton	137.98	141.35	2960	21100856	1.0	0.92	4648	4	6628742	0	0	0	0	4117943	4576820	5787351
F5369	475.4475	141.72	4737	C30H60O2	singleton	139.86	144.4	2500	19960757	1.0	0.96	5185	7	1298924	0	4948393	4254211	6446635	1079772	927082	873921
F5370	558.4732	23.7	_singleton_4738	C32H60O6	singleton	22.95	27.93	2801	6958214	1.0	0.96	205	8	1159622	635664	619540	450820	785138	1066089	1160296	1062415
F5375	390.1204	103.4	4742	C17H19ClN6O3	singleton	101.48	105.71	2124	6066489	1.0	0.99	1170	7	937801	492367	0	534665	791723	995623	1055958	1105375
F5376	476.0472	149.28	4743	C19H17ClFN3O5S	singleton	148.16	151.56	2501	5263628	1.0	0.93	1418	6	832847	0	0	447647	460667	1279835	1185015	1051249
F5380	603.5232	138.36	4744	C38H69NO4	singleton	136.45	140.23	2963	2332537	1.0	0.84	367	5	313633	779985	0	620682	0	403203	301887	0
F5383	476.2774	103.01	kp658_453.2871		M0,Na/H	98.79	107.63	2502	17856287	1.0	0.91	2579	8	3111030	1189018	1276939	1378930	1411806	3268944	3013979	3003601
F5384	559.4732	23.32	_singleton_4745	C36H60O3	singleton	22.2	26.75	2803	11513739	1.0	0.98	421	8	1859140	946556	1201174	814785	1088269	2121293	1728767	1786131
F5386	605.0638	110.04	4747	C25H16ClF9N2O2	singleton	106.47	114.34	2965	5105086	1.0	0.99	564	8	819135	691742	635399	744124	641691	401798	622982	484991
F5387	606.3308	174.96	kp736_605.3233		M0,M+H+	170.72	178.82	2966	12266825	1.0	0.97	521	4	2458367	0	0	0	0	4042893	2347501	3440064
F5388	606.4133	80.57	4748	C31H60NO8P	singleton	75.99	85.15	2968	5317697	1.0	0.96	410	4	991785	0	0	0	0	1205132	1385166	1764065
F5389	390.3218	15.75	kp602_366.3289		13C/12C,Na/H	14.99	19.51	2126	151869551	1.0	0.95	5808	8	24096929	15464545	20334465	14780492	8965989	21533191	23869066	22749974
F5391	559.5177	132.21	_singleton_4475	C34H68N2O2	singleton	127.61	136.83	2804	7394447	0.93	0.93	17	8	872983	871301	1123161	939625	912171	916895	887082	776322
F5392	559.5177	149.65	kp737_558.5105		M0,M+H+	148.16	152.72	2804	9999824	0.8	0.96	76	8	1300304	832015	1180401	1260471	1343791	1423372	1223534	1093109
F5394	559.5177	161.13	_singleton_4477	C34H68N2O2	singleton	159.26	163.81	2804	4215696	0.92	0.88	30	8	498130	372783	618696	549169	464136	520417	494151	578513
F5396	559.5177	174.96	_singleton_4479	C34H68N2O2	singleton	173.42	177.28	2804	2315754	0.83	0.76	15	8	379354	163880	251784	241660	320604	351237	307235	311000
F5397	559.5177	194.08	4480	C34H68N2O2	singleton	191.0	197.48	2804	1975968	0.78	0.83	4	8	214402	303465	385809	306819	232768	138928	213237	155932
F5399	476.3068	24.44	kp738_439.3224		M0,HCl	22.58	29.08	2503	124318797	1.0	0.95	427	8	28034865	5690420	2790863	4085347	2576421	28371037	28379195	26433942
F5400	476.3068	40.67	kp739_475.2992		M0,M+H+	36.02	45.31	2503	34867278	1.0	0.97	57	8	8083420	1532587	806610	1080739	631909	8144474	8530316	7782847
F5401	606.8323	174.96	106136		singleton	170.72	179.21	2970	8190002	1.0	0.98	1047	4	1591660	0	0	0	0	2715857	1628210	2277275
F5405	607.0609	110.44	4753	C14H19F13N2O5S2	singleton	106.47	113.57	2971	5100492	1.0	1.0	611	7	592181	667671	564606	771437	757622	801317	842933	0
F5406	390.958	146.67	4736	C5H13O14P3	singleton	145.18	151.18	2128	34362946	1.0	0.96	5694	8	5315579	2913367	2645890	4064550	5135669	5245215	3517426	6278348
F5411	477.1695	143.63	4758	C19H25NO12	singleton	140.98	145.18	2505	8908730	1.0	0.97	1621	4	2572083	0	0	0	0	2150024	2095520	2103103
F5412	608.3858	27.15	_singleton_4759	C26H51N9O6	singleton	23.7	31.76	2972	9461424	1.0	0.92	491	4	2409661	0	0	0	0	2339228	2517613	2374115
F5413	608.3858	51.09	4760	C26H51N9O6	singleton	46.84	55.33	2972	3461684	1.0	0.98	362	4	852163	0	0	0	0	927074	931594	866668
F5416	608.3927	81.33	kp740_607.3853		M0,M+H+	77.51	85.9	2973	39769729	1.0	0.97	3266	4	8030841	0	0	0	0	8428860	11087034	12258708
F5417	608.4291	79.81	4630	C31H59O8P	singleton	75.23	84.38	2974	9941436	1.0	0.98	728	4	2026724	0	0	0	0	2284377	2587273	3007068
F5424	608.489	23.7	kp668_566.4557		M0,ACN	22.2	27.15	2975	21540318	1.0	0.97	1013	8	3237825	1876850	2204041	2134851	1950034	3503817	3277527	2985961
F5425	608.489	36.4	kp744_585.4989		M0,Na/H	32.16	41.05	2975	6017545	0.93	0.87	368	8	874369	494166	762771	577400	620444	1012346	852062	869548
F5426	478.0997	229.91	4762	C21H16O12	singleton	227.29	234.44	2508	38450056	1.0	0.91	4761	5	9597350	0	0	1007925	0	9698677	9518446	8647658
F5427	560.335	92.25	kp745_559.3278		M0,M+H+	91.13	96.85	2806	27239832	1.0	0.92	3939	4	6952710	0	0	0	0	7125073	6596345	5692904
F5433	478.1976	93.39	kp746_477.1903		M0,M+H+	91.13	98.0	2510	15776846	1.0	0.78	347	8	869930	2536249	4231702	2568918	2356034	981950	899573	898305
F5436	610.1844	14.23	kp747_609.1757		M0,M+H+	11.58	18.76	2978	118603730	1.0	0.95	3619	8	23817366	4453986	5722416	4098752	12373677	23409297	22668215	22080021
F5454	391.0539	110.84	4779	C14H19N2O5PS2	singleton	106.85	113.57	2130	15529140	1.0	0.98	1957	8	1889678	1870343	1790563	1918315	2091572	1874195	1950878	1909254
F5455	610.5044	23.32	kp682_568.4716		M0,ACN	22.2	26.75	2979	84709174	1.0	0.96	260	8	12929552	7510570	8176370	7564478	7703775	13672832	13239045	12142031
F5456	610.5044	34.87	kp748_609.4972		M0,M+H+	30.23	39.51	2979	30019498	1.0	0.94	47	8	4929830	2632731	3715404	2922694	3004544	4737914	4471879	3772880
F5457	478.2931	16.13	4780	C23H41O7P	singleton	14.99	17.26	2511	2582455	0.74	0.98	808	4	670681	0	0	0	0	591468	813923	513383
F5458	478.2931	93.01	kp749_477.2859		M0,M+H+	90.03	97.23	2511	495562419	1.0	0.93	74166	8	66098229	52829979	54930334	55868393	55476214	65739037	64131043	61144749
F5468	391.067	234.06	kp750_390.0594		M0,M+H+	229.91	238.64	2131	347041737	1.0	0.97	991	7	20994078	152473	0	283303	188590	165939679	16078478	143431666
F5469	391.16	25.59	kp751_390.1528		M0,M+H+	23.7	30.23	2132	124657980	1.0	0.71	362	5	31118891	0	0	1250858	0	32409320	31012558	31655778
F5470	391.16	53.0	kp752_390.1528		M0,M+H+	48.38	57.62	2132	52736884	0.93	0.97	5432	5	11957995	0	0	420002	0	13543480	13886414	13480530
F5477	561.4882	23.32	4789	C34H66O4	singleton	22.2	26.36	2812	8842974	1.0	0.94	334	8	1278464	991125	960918	873702	890777	1566834	1293485	770546
F5492	391.1785	30.23	_singleton_4807	C24H25NO4	singleton	25.59	34.87	2134	12299992	1.0	0.98	760	4	3283792	0	0	0	0	3257861	3122784	2824308
F5493	391.1785	59.14	4808	C24H25NO4	singleton	54.95	61.8	2134	3657112	1.0	0.99	455	4	973211	0	0	0	0	1006008	971540	727801
F5495	610.8517	140.23	kp1620_1808.5567		M0,Na/H, 3x charged	137.98	142.1	2981	15664341	1.0	0.81	2187	6	3586838	0	1190626	1392342	0	3482104	2759621	2967793
F5496	480.1573	14.99	4809	C27H23ClO5		13.48	16.89	2515	30712291	1.0	0.99	7698	4	7091668	0	0	0	0	9092095	7568695	6969833
F5497	480.3089	92.63	kp536_479.3027		M0,M+H+	89.28	97.23	2516	238350425	1.0	0.93	39919	8	33384479	23459792	24311037	24535695	24679390	34614835	32864791	31315814
F5498	480.3451	86.27	kp753_443.3611		M0,HCl	82.86	90.39	2517	568500644	1.0	0.81	93231	8	104428701	33655906	40199398	41231905	40026852	103452144	102139379	97819721
F5499	561.9487	7.39	kp754_560.9404		M0,M+H+	4.69	10.82	2813	6032977	1.0	0.83	28	7	106265	5568727	0	90633	97681	69864	54276	62531
F5501	561.9487	19.51	kp755_560.9404		M0,M+H+	14.99	22.58	2813	11505826	1.0	0.95	29	7	2060029	1229865	0	242078	1781482	1773287	2277226	2109971
F5507	481.2622	24.82	_singleton_4812	C22H38O10	singleton	22.95	26.75	2518	1367977	1.0	0.98	255	4	251246	0	0	0	0	372659	517696	249982
F5508	481.2622	41.05	4813	C22H38O10	singleton	38.74	43.77	2518	2151715	1.0	1.0	353	4	674356	0	0	0	0	474838	721990	505133
F5511	391.2847	14.61	kp756_390.2774		M0,M+H+	13.1	18.76	2136	143347217	1.0	0.93	160	8	33790832	5088348	4365642	4429684	5331282	33027812	30618374	26961300
F5512	562.4234	84.0	_singleton_4814	C30H60NO6P	singleton	81.72	87.03	2815	2001230	1.0	0.95	233	5	486803	187998	0	0	0	486544	412983	448293
F5513	562.4234	88.16	4815	C30H60NO6P	singleton	87.03	90.03	2815	1912868	1.0	0.96	367	5	402946	278701	0	0	0	496153	264984	521732
F5518	612.52	23.32	kp690_570.4873		M0,ACN	22.58	26.75	2985	183673878	1.0	0.96	289	8	30012702	14612350	15394223	14786252	15037915	31515303	29554992	29013809
F5519	612.52	32.94	kp757_611.5129		M0,M+H+	28.31	37.17	2985	54891608	0.85	0.97	24	8	9428229	4566440	6033943	4713405	4714770	8917160	8853518	8022770
F5522	482.3245	91.87	kp758_481.3177		M0,M+H+	88.53	96.46	2521	491874759	1.0	0.92	77800	8	79418597	41783561	41665099	45275188	45661755	76004013	73750155	73451041
F5523	612.8101	139.49	kp759_611.8028		M0,M+H+	137.98	142.1	2986	154798728	1.0	0.95	33018	6	40848611	0	3798129	3772638	0	39759407	37694740	28154672
F5528	612.8497	139.86	106140		singleton	137.22	142.49	2987	5555537	1.0	0.98	661	5	1491601	589850	0	0	0	1018942	1244994	1225155
F5530	482.3608	91.87	kp760_481.3534		M0,M+H+	88.16	96.46	2523	487448978	1.0	0.99	58359	8	96840303	31398749	35917232	37520728	34610347	94940339	93317907	92188390
F5534	482.3844	24.07	4668	C28H48O5	singleton	22.2	27.54	2524	5944401	0.8	0.98	116	8	788258	626710	758194	592271	687054	839847	917036	690580
F5535	482.3844	36.4	kp1619_1409.1625		M0,HCl, 3x charged	32.55	41.05	2524	4970181	0.85	0.82	76	8	765191	493966	612907	492712	671287	740492	731888	520330
F5538	614.5357	23.32	kp761_613.5285		M0,M+H+	22.58	26.75	2990	120262567	1.0	0.96	95	8	18895001	10007006	10436955	9877493	10441524	20095651	19919741	17958667
F5539	614.8083	139.49	kp762_613.8005		M0,M+H+	137.98	141.72	2991	78667645	1.0	0.99	15111	4	20473962	0	0	0	0	19714321	20383577	18106785
F5540	392.2434	15.75	4498	C22H30O5	singleton	14.61	19.14	2142	21167185	1.0	0.89	1659	4	5657137	0	0	0	0	4973283	5760857	4788908
F5541	482.4055	16.51	4817	C26H55N2O4	singleton	14.99	21.04	2525	21137044	1.0	0.99	2125	8	3431323	1448232	1010466	4758099	928326	2908861	3376764	3055346
F5543	563.9436	7.39	kp763_562.9352		M0,M+H+	3.55	11.2	2818	34456316	1.0	0.9	28	3	0	34534887	0	0	0	0	59581	16758
F5545	563.9436	19.51	kp765_562.9352		M0,M+H+	16.51	22.58	2818	66047053	1.0	0.95	31	7	11029306	5702793	0	1383504	9353456	11198056	14255164	13032724
F5546	563.9436	24.44	kp766_562.9352		M0,M+H+	22.58	28.7	2818	23903975	1.0	0.82	10	7	3431121	5677338	0	976954	2421787	3029831	4595028	4285662
F5550	615.4597	24.07	4820	C32H60N6O4	singleton	21.82	27.15	2992	2758222	1.0	1.0	170	6	463796	365936	498831	0	327664	654925	0	455501
F5552	483.3432	107.63	kp767_482.336		M0,M+H+	103.79	111.25	2527	16666200	1.0	1.0	3661	8	2979747	1091921	1472198	1276559	1066875	3121967	2919288	2757645
F5553	392.9068	139.12	4821	C8H14Ge2O7	singleton	136.45	143.25	2145	7628096	1.0	0.95	773	7	1444776	912384	589561	992863	0	1150109	1278122	1149060
F5554	564.1861	126.47	kp768_563.1788		M0,M+H+	123.79	130.67	2819	103645633	1.0	0.93	20640	8	23696914	5739224	5895284	5973500	5042220	17499877	16261933	22446454
F5555	615.4986	14.99	kp769_614.4915		M0,M+H+	13.1	16.51	2993	5788205	1.0	0.98	1516	3	2080545	0	0	0	0	0	2224768	1492892
F5556	393.0509	110.84	4822	C11H16N5O7PS	singleton	106.85	113.95	2146	14304965	1.0	0.98	1869	8	1918994	1763763	1648983	1866645	1975862	1591575	1823485	1491008
F5559	615.5392	35.64	106141		singleton	30.99	40.28	2994	15628994	0.92	0.85	53	8	2671732	1208063	1771135	1364300	1552276	2609835	2266466	2255813
F5563	564.3593	25.2	kp770_563.3521		M0,M+H+	24.07	29.84	2820	25583752	1.0	0.78	515	6	6101638	1056154	0	1475844	0	5969952	6157267	5737124
F5564	564.3593	47.22	kp771_563.3521		M0,M+H+	42.98	51.85	2820	9908514	1.0	0.98	355	6	2223115	679446	0	443623	0	2301673	2195193	2133812
F5565	616.4631	16.89	106142		singleton	15.37	21.43	2996	1540605	1.0	0.96	63	3	461580	0	0	538335	0	0	418535	0
F5566	564.4389	88.16	4823	C37H54O3	singleton	87.03	90.39	2821	5439973	1.0	0.75	1220	4	1904018	0	1078022	0	0	969283	1326177	0
F5568	393.2863	15.75	kp583_392.2789		M0,M+H+	12.34	20.27	2148	473706654	1.0	0.99	2999	8	433091868	331267559	306112834	279556649	526330124	425779549	436486656	414614506
F5571	564.4627	23.7	kp1441_522.4289		M0,ACN	22.2	27.15	2822	7972825	1.0	0.99	1653	8	1109270	685937	956976	805872	805870	1310429	1122876	1088848
F5573	484.4	23.7	kp1477_483.3927		M0,M+H+	22.2	27.15	2532	8497254	1.0	0.98	715	8	963204	1046039	1237827	978841	1040014	1198868	985696	981830
F5574	484.4	35.64	4825	C28H50O5	singleton	30.99	40.28	2532	4108628	0.88	0.83	252	8	565582	468743	728286	521395	551279	507484	434262	384070
F5575	394.1889	21.04	kp1478_393.1816		M0,M+H+	18.38	22.95	2150	2434688	1.0	1.0	411	3	992025	0	0	0	0	610515	845152	0
F5576	616.8065	139.86	106143		singleton	137.98	141.35	2998	16001246	1.0	0.96	2851	4	4172467	0	0	0	0	4105893	4100470	3632416
F5577	616.9897	147.41	4826	C23H25I2NO3	singleton	144.79	149.65	2999	3791525	1.0	0.98	518	2	1876749	0	0	0	0	1928782	0	0
F5578	484.8436	140.23	kp1449_447.8585		M0,HCl	136.83	142.49	2533	3859986	1.0	0.96	460	4	997234	0	0	0	0	875061	1111293	892406
F5580	394.2589	39.13	4544	C22H32O5	singleton	35.25	43.77	2151	2049327	0.71	0.87	144	4	506837	0	0	0	0	506044	555999	547326
F5581	485.0045	237.5	4827	C19H12Cl2F2N4O3S	singleton	232.91	242.08	2534	13416777	0.82	0.9	13	4	2318048	0	0	0	0	4629657	1707037	4904247
F5585	485.0133	152.34	4828	C22H16INO4	singleton	150.41	155.03	2535	3117809	1.0	0.98	474	7	377871	0	296024	383049	493299	504706	549091	528377
F5588	485.2795	18.76	4829	C31H36N2O3	singleton	17.26	21.04	2536	62045968	1.0	0.98	16484	6	5517773	620255	0	0	9480577	30382070	6429403	9626890
F5595	485.3588	19.51	kp774_462.3701		M0,Na/H	16.51	22.95	2537	19979533	1.0	0.96	3101	8	3674971	1226145	994649	769363	1032611	4832974	4055617	3160801
F5598	619.4913	36.02	4835	C38H64O5	singleton	34.87	40.67	3002	3409857	1.0	0.87	177	8	569400	144968	633173	395276	271430	586597	473664	375294
F5599	486.0233	115.1	_singleton_4836	C21H12F3NO6S	singleton	113.19	117.79	2538	1516839	1.0	0.99	275	3	651212	0	0	505262	373372	0	0	0
F5600	486.0233	148.91	4837	C21H12F3NO6S	singleton	147.41	150.8	2538	1768720	1.0	0.99	349	1	0	0	0	0	1778724	0	0	0
F5601	394.3529	15.75	kp471_351.3143		13C/12C,ACN	13.86	17.63	2154	22004577	1.0	0.99	2219	7	4145881	1223128	863035	2782231	0	4303541	4643019	3999067
F5603	486.8018	139.49	106144		singleton	137.98	141.72	2540	7972847	1.0	0.96	1550	4	1713081	0	0	0	0	2149678	2176452	1944636
F5604	395.0479	110.44	3993	C16H13NO11	singleton	106.47	113.57	2155	6826991	1.0	0.99	809	8	918397	919344	809129	829935	637132	735596	910028	957060
F5607	619.8827	150.8	106146		singleton	148.16	155.42	3003	3756402	1.0	0.77	48	5	911187	627239	0	545531	849393	726447	0	0
F5614	486.9768	147.04	kp776_485.9688		M0,M+H+	144.79	151.56	2541	444875493	1.0	0.97	61704	8	65518618	48519920	45976710	50097215	63379578	67121762	57823259	63095018
F5616	487.0374	232.16	_singleton_4838	C20H14N4O7S2	singleton	228.41	236.35	2542	15112467	1.0	0.86	816	4	4000257	0	0	0	0	3242056	4132347	3759807
F5621	487.2952	19.88	4840	C28H45ClO3	singleton	18.01	22.58	2543	40078241	1.0	0.94	8410	5	11807758	0	0	0	1390023	6499902	7092135	13304846
F5623	622.4082	79.81	kp777_621.4008		M0,M+H+	75.23	84.38	3007	170201906	1.0	0.95	13575	5	32864521	0	2315773	0	0	37933639	44797050	51392291
F5631	396.2515	138.36	_singleton_4842	C25H30O3	singleton	135.67	140.61	2160	3743602	1.0	0.91	535	8	416736	654683	708547	550561	540211	331801	257287	254720
F5632	396.2515	142.87	4843	C25H30O3	singleton	140.61	145.55	2160	3454214	1.0	0.95	445	8	601185	150011	282338	334674	215900	645183	605134	579293
F5645	623.6202	104.19	_singleton_4847	C40H81NO3	singleton	99.55	108.83	3009	11709295	0.71	0.87	68	7	1747411	1746575	0	1265337	1503245	1804028	1728512	1744725
F5648	623.6202	126.09	_singleton_4848	C40H81NO3	singleton	123.79	129.9	3009	2954848	0.73	0.96	17	7	443050	407287	0	220401	458146	483609	505961	402477
F5649	623.6202	131.83	_singleton_4849	C40H81NO3	singleton	129.9	136.45	3009	2023346	0.73	0.94	13	7	313520	305463	0	118538	307783	313094	336585	319851
F5650	624.3623	85.9	106153		singleton	82.1	88.9	3010	4875710	1.0	0.98	653	4	882639	0	0	0	0	1147331	1232539	1632209
F5651	734.4971	76.75	_singleton_4852	C38H72NO10P	singleton	75.23	77.89	3264	1430067	1.0	0.97	279	4	298316	0	0	0	0	108995	333148	541606
F5653	734.4971	98.0	4854	C38H72NO10P	singleton	96.46	100.33	3264	652208	1.0	0.99	112	4	109240	0	0	0	0	108595	218341	232326
F5666	397.0073	149.28	4861	C12H14N4O4S3	singleton	147.79	151.95	2165	1318263	1.0	1.0	238	3	403161	0	0	0	0	0	486604	440502
F5669	624.5199	14.61	4862	C37H66O6	singleton	12.72	16.13	3013	1257327	1.0	0.99	249	1	1267331	0	0	0	0	0	0	0
F5670	565.9431	7.39	106155		singleton	5.08	11.96	2829	2288673	1.0	0.91	31	1	0	2310322	0	0	0	0	0	0
F5671	565.9431	19.14	106156		singleton	16.51	23.7	2829	3608300	1.0	0.93	48	6	637304	382237	0	0	536422	647467	810514	563362
F5672	397.9631	10.05	_singleton_4863	C16H10BrNO5	singleton	0.52	14.61	2167	6667918	1.0	0.77	12	3	2173614	0	0	0	0	2415910	2125220	0
F5673	397.9631	17.63	4864	C16H10BrNO5	singleton	16.13	19.51	2167	715656	1.0	0.99	8	2	363637	0	0	0	0	0	358153	0
F5674	566.1831	126.47	kp784_565.1758		M0,M+H+	124.17	131.06	2830	29116930	1.0	0.93	6047	7	5731318	0	1422651	1428772	1282384	6386020	6375619	6509166
F5675	398.1942	115.1	4064	C20H30O8	singleton	112.04	118.9	2168	3369061	1.0	0.99	454	4	485539	0	0	0	0	859402	962310	1090096
F5676	566.3091	85.53	kp785_565.3017		M0,M+H+	81.72	88.9	2831	67884756	1.0	0.82	9642	5	9824203	0	1057377	0	0	16404523	17474387	23144266
F5677	566.4784	23.7	_singleton_4865	C34H63NO5	singleton	22.2	26.36	2832	6113810	1.0	0.98	1376	8	784454	553962	820254	637384	523409	932077	874864	840543
F5678	566.4784	31.76	4866	C34H63NO5	singleton	27.15	36.02	2832	1463378	0.8	0.77	110	8	179224	108567	372641	175777	120922	222979	175557	141879
F5679	398.2902	16.89	_singleton_4867	C22H36O5	singleton	14.99	18.76	2169	3099900	1.0	0.99	43	4	722170	0	0	0	0	136630	1209372	1042732
F5680	398.2902	22.95	4868	C22H36O5	singleton	20.27	26.75	2169	2203713	1.0	0.98	22	4	571349	0	0	0	0	628781	573117	454808
F5681	736.5434	6.24	kp786_735.5361		M0,M+H+	5.08	8.15	3266	6981737	0.71	0.91	4	8	959450	1487984	651995	917532	891116	679058	981870	763880
F5686	736.5434	80.19	kp789_735.5361		M0,M+H+	75.61	84.0	3266	26131696	0.72	0.96	11	8	2094037	5735942	5068200	4086140	4710151	2240339	1809028	1673040
F5688	736.5434	106.47	kp791_735.5361		M0,M+H+	104.57	108.42	3266	8385341	0.76	0.89	5	8	1044290	1405267	1040297	1146477	1201016	1065774	1099757	1016954
F5690	736.5434	122.68	kp793_735.5361		M0,M+H+	118.9	124.93	3266	15745665	0.73	0.86	6	8	1994478	1990026	2000636	1748081	2139900	2231661	2021992	2261346
F5693	399.2355	151.18	4872	C19H36O7	singleton	150.03	153.49	2171	5604880	1.0	0.99	1336	4	1486335	0	0	0	0	1453806	1330107	1344632
F5695	399.3301	81.72	4874	C24H46O2S	singleton	80.19	83.24	2172	10094115	1.0	0.97	2374	8	1771426	863418	1488172	336756	1085294	1852367	1668913	1036769
F5732	568.3399	87.79	kp611_567.3327		M0,M+H+	83.62	90.76	2838	355292159	1.0	0.86	61330	8	49311325	35050336	38449073	40530526	38251869	48907164	47399481	47293682
F5733	568.4276	14.99	4879	C40H56O2	singleton	13.48	19.51	2839	251871265	1.0	0.95	48535	8	21419165	45344125	40977771	37097913	47699974	21189100	20545174	17529556
F5734	740.5231	67.77	kp800_717.5328		M0,Na/H	64.02	71.14	3268	26359114	1.0	0.96	1311	8	3749284	2963667	2718971	3080256	3354413	3615225	3279459	3641166
F5735	740.5231	72.63	kp801_717.5328		M0,Na/H	71.14	74.86	3268	17011355	1.0	0.97	1387	8	2545773	1670992	1746720	1742968	1659599	2494658	2016555	2309927
F5738	568.4939	30.99	4881	C34H65NO5	singleton	28.31	35.64	2840	1342123	0.95	0.73	119	8	248874	14990	247517	92536	89810	232429	253534	182433
F5739	740.5591	64.4	4882	C40H80NO7P		59.91	68.51	3269	8647631	1.0	1.0	714	8	1149874	1005203	1207850	1335343	1043901	1096656	943357	795721
F5741	400.306	15.75	kp802_399.2995		M0,M+H+	13.86	19.88	2176	106072353	1.0	0.99	111	8	27529666	918023	1406365	1097384	1159160	24873514	25309625	24219225
F5756	742.5387	68.51	kp804_741.5316		M0,M+H+	65.54	71.14	3271	12420624	1.0	0.98	1932	8	1936829	1124359	919929	1424977	1477038	1941963	1928225	1847919
F5758	742.5751	64.02	kp807_741.5689		M0,M+H+	59.53	68.14	3272	157990470	1.0	0.98	2166	8	21636597	18773903	18529277	19816899	20266108	21428609	18828536	18368378
F5759	742.5751	71.14	kp808_741.5689		M0,M+H+	68.14	75.61	3272	141812489	1.0	0.97	2882	8	18409278	19249412	17645070	18636230	19540860	18139805	15723373	16251010
F5767	626.2157	14.23	4891	C26H36ClN7O7S	singleton	13.1	15.75	3018	4498691	1.0	0.96	1262	2	2257330	0	0	0	0	0	2249361	0
F5768	400.3789	17.63	_singleton_4088	C24H49NO3	singleton	15.75	19.14	2178	1707320	1.0	0.99	30	5	632606	139016	0	0	0	102904	429938	412858
F5769	400.3789	24.07	4089	C24H49NO3	singleton	22.2	26.36	2178	1927009	1.0	0.99	43	5	264470	719233	0	0	0	342395	288249	326029
F5770	568.9799	147.04	kp810_567.972		M0,M+H+	144.79	150.8	2842	291064029	1.0	0.98	46008	8	47818645	33552019	33013805	36998452	30180271	32385280	46298410	42040223
F5773	400.8821	139.12	kp1621_1200.6334		M0,M+H+, 3x charged	137.6	142.87	2179	37152122	1.0	0.86	4574	8	6443730	3434703	2684916	3281518	3003383	7342197	5524861	4434074
F5775	626.8257	139.49	kp811_625.8185		M0,M+H+	137.6	142.1	3020	229075622	1.0	0.97	47106	8	56145897	6411479	5625200	5287959	4714198	52471976	41708655	54843922
F5779	401.1598	17.63	kp1532_359.1262		M0,ACN	15.37	19.88	2180	3941460	1.0	1.0	675	4	1131417	0	0	0	0	406842	1422154	1077528
F5780	401.1598	22.2	4892	C22H22O6	singleton	19.88	24.44	2180	3114351	1.0	0.99	534	4	375862	0	0	0	0	1216087	533111	991429
F5783	744.5544	67.77	kp812_743.548		M0,M+H+	63.28	70.38	3275	106473547	1.0	0.99	6273	8	14947821	11236570	11205924	12893050	13076780	14022391	14586325	14155012
F5784	744.5544	73.38	kp813_743.5479		M0,M+H+	70.38	77.51	3275	84990880	1.0	0.92	6779	8	11826779	10240061	10206568	10132762	11151012	11148485	10489135	10557159
F5786	628.195	14.61	kp814_627.1864		M0,M+H+	13.1	19.14	3023	381207030	1.0	0.99	13337	7	85073810	10039114	10494599	6674381	0	90039032	89541752	89361342
