id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F1236	163.9684	21.43	16.89	24.07	522	5815782	1.0	0.98	13	3	2803189	0	1015434	0	0	0	2037513	0
F1237	163.9684	26.75	24.07	30.99	522	4828401	0.7	0.87	6	3	2332211	0	860829	0	0	0	1646295	0
F1238	256.9647	255.06	250.48	257.35	1247	43537277	0.57	0.98	10	5	18908183	17307	0	0	0	2776656	19208470	2645661
F1239	256.9647	262.7	258.12	267.29	1247	183096931	1.0	0.77	40	8	13357932	50625953	36317313	30628270	35224760	2744789	13714979	2173223
F1240	164.0294	163.43	161.9	168.03	523	24874701	1.0	0.68	2488	8	2369619	3567137	4193711	3575418	3218727	2400476	2655500	2783251
F1241	256.9871	147.04	144.79	151.56	1248	91055309	1.0	0.97	12214	8	12554869	11843861	8874486	11766719	13063589	12233778	13205321	11178266
F1242	204.1344	54.18	51.47	57.24	869	3804264	1.0	0.98	550	8	296545	888507	430917	676434	764461	280574	278612	345757
F1243	204.1344	152.72	149.65	157.35	869	11561938	1.0	0.7	278	8	1790625	1290589	1257155	1149167	952419	1701127	1585876	1463121
F1244	204.1344	229.91	226.54	234.44	869	1324022	0.85	0.76	34	8	15392	281760	313851	297561	308045	65829	11933	51651
F1245	204.1344	245.51	243.99	248.19	869	867527	0.86	0.94	57	4	199872	0	0	0	0	246241	206989	226425
F1246	204.1425	129.52	127.99	132.21	870	956073	1.0	0.9	141	8	205967	29622	18316	60949	50927	235617	163701	186145
F1247	204.1425	170.72	168.42	175.35	870	22087194	1.0	0.99	4323	8	2452498	3153857	3084696	3241628	2966804	2389479	2501988	2315244
F1248	204.1425	179.98	178.44	181.91	870	2791390	1.0	0.99	654	8	437087	366112	347315	248125	284626	384914	373890	359321
F1249	117.0658	18.76	16.13	21.82	150	3197166	0.42	1.0	2	7	623694	0	88143	21501	739643	643054	666507	627914
F1250	117.0658	132.21	130.28	136.83	150	6700968	0.42	0.92	2	8	947624	490938	690973	632785	1070872	1083443	1006177	928767
F1251	117.0658	163.43	159.63	167.26	150	7709301	0.41	0.93	2	8	1181048	852821	788810	697168	1161592	1072009	1064291	974508
F1252	117.0658	169.96	167.26	174.57	150	12267573	1.0	0.77	5	8	1836659	1216502	1295292	1120182	1900564	1805766	1641316	1667744
F1253	164.1126	183.41	180.36	187.94	526	5325055	1.0	0.94	597	7	872552	835795	0	886734	914751	567262	833679	568139
F1254	204.1537	212.42	209.73	217.03	871	21439704	1.0	0.87	688	7	771478	8038486	5252988	3031323	2588140	1083629	0	651714
F1255	204.1537	219.35	217.03	223.91	871	6819307	1.0	0.84	206	7	606487	1161296	1547090	1362978	1189704	490720	0	498507
F1256	204.1537	227.66	223.91	232.16	871	4615399	0.97	0.51	94	5	0	1378077	1533315	1088402	685072	0	0	34426
F1257	164.1166	183.04	180.36	187.56	527	244345151	1.0	0.91	3361	8	30224627	32998464	33025519	33214525	31850413	30698043	28580180	27352385
F1258	204.9277	138.36	137.22	139.86	872	22922474	0.55	0.77	340	8	1707796	1743741	1468478	1637270	1597017	1437302	1275798	1415889
F1259	204.9277	140.61	142.87	143.25	872	12199640	0.55	0.97	308	1	0	0	0	0	0	0	0	27366
F1260	257.0997	120.41	118.9	121.55	1250	519845	0.65	0.96	5	8	84692	72744	126933	40797	32440	22322	97932	28724
F1261	257.0997	132.21	127.61	136.83	1250	15506335	1.0	0.84	32	8	1860694	1857412	2347444	2055351	1980986	1928295	1695051	1565862
F1262	257.0997	144.01	142.1	145.18	1250	1190448	0.87	0.93	8	8	53164	366878	366679	182749	183617	43635	52963	46390
F1263	257.0997	153.1	151.18	154.27	1250	929802	0.81	0.96	4	8	106218	170999	170290	149759	122827	92399	70580	55730
F1264	257.0997	157.74	154.27	158.5	1250	1280054	0.72	0.76	3	8	121737	225984	177920	144411	132079	197936	132247	159740
F1265	257.0997	161.13	160.0	163.81	1250	4482943	1.0	0.67	15	8	480029	597654	698205	628557	476893	564388	464779	525285
F1266	257.0997	169.18	164.95	173.42	1250	9356573	1.0	0.59	14	8	1192142	1169057	1344931	1274447	1087494	1205583	1092305	979781
F1267	257.0997	178.82	174.19	181.91	1250	5868629	0.87	0.73	7	8	825106	546976	732382	725682	655173	826020	811145	767145
F1268	257.0997	193.69	189.08	197.1	1250	4020496	0.87	0.75	5	8	377603	705392	800141	575540	425662	451185	295704	322206
F1269	257.0997	234.82	232.54	235.58	1250	700127	0.47	0.57	2	4	0	198549	205391	155593	129621	0	0	0
F1270	257.0997	293.52	289.28	297.76	1250	2579465	0.64	0.56	3	8	158839	509026	586063	385703	248677	255195	244593	230267
F1271	117.0739	150.8	147.41	155.42	151	42651950	0.69	0.88	20	8	6284959	3795291	3603260	5188596	5457652	6125853	5642420	5512491
F1272	117.0739	228.78	224.29	233.29	151	25139071	0.62	0.94	14	8	948156	5748714	5457211	5177920	4561504	1237892	1065751	1243202
F1273	257.1132	18.38	16.89	21.82	1251	11374058	1.0	0.9	146	4	0	2828379	3363429	2937486	1729285	0	0	0
F1274	257.1132	53.78	49.93	56.86	1251	1543346	0.91	0.68	36	8	295697	73989	91925	130037	149839	293515	286423	280924
F1275	257.1132	64.02	61.04	67.77	1251	14542450	1.0	0.95	350	8	2053788	1513398	1667706	1642110	1664111	1925220	1982785	2069294
F1276	257.1132	77.51	75.99	79.81	1251	1147482	0.98	0.98	33	8	191182	88407	146055	168980	144417	113828	140726	132409
F1277	117.1135	7.39	5.86	10.82	152	772672	0.79	0.99	135	1	0	785417	0	0	0	0	0	0
F1278	117.1135	19.88	16.89	22.2	152	2186450	1.0	0.99	293	4	648858	0	0	0	0	562118	496265	490787
F1279	117.1135	113.19	111.25	116.63	152	919760	0.84	0.99	153	6	141537	182095	0	11732	0	189429	223887	191348
F1280	257.1473	141.72	139.12	144.79	1252	287003365	1.0	0.97	77050	8	4082257	80262100	78318010	64377257	49281944	3891214	2890217	3038548
F1281	257.1496	98.39	94.15	101.48	1253	4258882	1.0	1.0	256	7	612085	453570	716203	625342	0	639130	613917	636676
F1282	164.1186	25.2	23.32	29.08	528	1605720	0.32	0.62	5	8	251375	173875	168800	282365	242597	264301	308444	236236
F1283	164.1186	82.86	82.1	87.03	528	1022687	0.27	0.75	2	8	159629	208659	158040	207093	191054	124702	139609	98422
F1284	164.1186	106.47	106.09	110.84	528	1332375	0.31	0.88	4	8	197717	206895	222910	197701	204217	187830	167967	175737
F1285	164.1186	183.04	179.21	187.56	528	88275816	1.0	0.93	211	8	10615588	12707924	11777224	12128461	11320948	11154840	10226627	10093285
F1286	164.122	183.04	180.75	184.91	529	776303	1.0	0.98	129	4	161883	0	0	0	287941	0	232191	239770
F1287	257.1649	28.7	24.44	33.33	1254	4485201	1.0	0.98	368	4	1115667	0	0	0	0	1033814	1272049	1119569
F1288	257.1649	50.71	47.22	53.39	1254	988307	1.0	0.99	126	4	258079	0	0	0	0	221877	295153	271080
F1289	118.0611	106.47	104.57	110.44	153	756359	0.4	0.97	3	8	30374	119788	185017	163078	126644	67071	20381	60006
F1290	118.0611	115.86	114.72	117.41	153	791682	0.46	0.84	4	8	42749	114589	220536	136217	123050	66209	53768	42564
F1291	118.0611	125.7	123.05	124.17	153	2152547	0.59	0.94	9	7	71492	102869	88427	115359	78039	12772	0	42462
F1292	118.0611	128.76	126.85	132.21	153	5998194	0.6	0.79	12	8	460488	567682	619936	720252	621564	507652	408704	409043
F1293	118.0611	163.81	161.13	168.03	153	71465963	1.0	0.98	285	8	7250028	12642996	10996351	9675407	9264423	7493809	6771612	6962432
F1294	164.1282	116.63	115.1	117.41	530	560273	0.47	0.79	31	7	66743	115337	0	106600	62161	84660	63230	68542
F1295	164.1282	130.67	127.61	135.29	530	26899368	1.0	0.97	450	7	3340376	4040493	0	3003210	1069766	4158480	4805621	5921157
F1296	257.1789	24.07	22.2	26.75	1255	2858094	1.0	0.99	559	4	754819	0	0	0	0	875278	660680	591054
F1297	164.9352	139.12	137.6	142.87	531	7302441	1.0	0.92	1042	6	1467683	402144	0	547976	0	1718713	1531708	1649217
F1298	257.1856	18.76	17.26	20.27	1256	521461	1.0	0.96	106	2	263863	0	0	0	0	266602	0	0
F1299	165.0135	145.55	144.01	150.03	532	26467463	1.0	0.52	3233	8	3525617	3494430	3376627	3601552	3936968	3711342	3098281	3163469
F1300	204.9943	3.55	0.52	7.77	873	13247986	0.64	0.78	4	8	1399128	761024	7223001	874654	650217	908084	1281677	789315
F1301	204.9943	21.43	16.89	24.07	873	17247364	1.0	0.94	15	8	5354322	1309328	2108736	962895	1305428	1520715	4125691	1351807
F1302	204.9943	26.36	24.07	30.99	873	14021223	0.6	0.91	8	8	4378764	1143757	1774026	883635	947257	1155779	3537878	1080517
F1303	204.9943	46.45	42.2	51.09	873	9275220	0.54	0.95	8	8	2245533	1014435	1589556	805209	961276	912659	1872498	924865
F1304	204.9943	124.17	120.79	128.37	873	3295710	0.48	0.95	2	8	482989	579616	838926	660718	248902	447970	419435	425466
F1305	204.9943	134.91	130.28	138.36	873	4015572	0.43	0.65	2	8	498277	764602	1101893	614279	319562	515839	494403	499942
F1306	165.051	243.6	239.02	248.19	533	1578518557	1.0	0.98	44	8	327947482	762386987	685342926	635356536	612709202	172556714	388148749	185844475
F1307	165.0547	138.74	137.22	143.25	534	37546787	1.0	0.67	4857	8	2421956	7348991	6039357	5908855	6530755	2906505	2416511	2632186
F1308	165.0547	159.26	148.91	178.44	534	16319675	0.93	0.92	442	8	3206395	51302	12450	131052	1624727	3163896	4109501	3974244
F1309	257.3033	18.01	14.99	21.43	1257	11220990	0.51	0.93	2	8	1943308	1272240	1329442	1063744	1869738	2159736	2530058	2171893
F1310	257.3033	23.7	21.43	25.59	1257	10750886	0.4	0.98	4	8	1233184	1585656	1313158	1491306	2947776	1544442	1433910	1289069
F1311	257.3033	59.91	55.33	64.4	1257	19235272	0.48	0.98	4	8	2945908	3064088	3275110	2943552	3288216	3012241	2939946	2758505
F1312	165.0699	18.38	16.51	21.04	535	1025884	0.72	0.98	12	4	415980	0	0	0	0	197211	254495	176565
F1313	165.0699	23.32	21.04	27.93	535	4309389	1.0	0.72	28	4	1046813	0	0	0	0	1087201	1170058	1064758
F1314	118.0651	15.75	11.58	20.27	154	18127352	1.0	0.87	53	8	4330596	993888	1305100	1587359	1125295	2709213	3225893	3256018
F1315	118.0651	23.7	22.2	27.54	154	3689178	1.0	0.94	21	8	570203	439349	389394	381312	422037	515071	598508	606872
F1316	118.0651	85.53	82.1	87.41	154	4161538	0.84	0.84	5	8	496879	657154	587299	647851	558242	583930	501211	474453
F1317	118.0651	105.33	102.63	110.04	154	2590157	0.81	0.97	7	8	579251	166614	247461	149195	158510	585471	543208	539823
F1318	118.0651	114.72	110.44	118.53	154	42427657	1.0	0.78	98	8	4827194	5510962	6727527	6250665	5135326	5131699	4504043	4180736
F1319	118.0651	121.55	119.65	124.55	154	4919675	0.86	0.76	10	8	800139	307218	418184	616469	880016	718106	702127	758166
F1320	257.9931	132.98	131.06	136.45	1258	638504	1.0	0.74	89	7	142886	111320	81966	93297	57097	52389	0	83905
F1321	257.9931	139.12	137.6	143.63	1258	139327083	1.0	0.96	22931	8	17273838	19121164	17371772	17333064	14069144	17129100	16932340	16482609
F1322	165.091	15.75	13.1	20.27	536	10181828	1.0	0.92	927	8	1998207	930281	1136759	883467	903826	1419395	1457990	1425794
F1323	118.0862	142.1	137.6	146.67	155	671248904	1.0	1.0	243	8	313870845	1697451939	1374510629	1228788640	1159956441	304537485	286258191	287663834
F1324	258.0299	12.72	9.29	14.61	1259	735333	0.49	0.98	22	3	0	0	0	698602	0	30458	0	10720
F1325	258.0299	19.51	16.51	22.95	1259	1229300	0.51	0.95	30	5	263052	0	0	217327	0	216436	209544	337419
F1326	258.0299	225.42	220.88	229.53	1259	15145482	0.73	0.98	186	5	3956710	0	0	37039	0	3499069	4237687	3599721
F1327	258.1101	196.72	192.16	201.32	1260	501131279	1.0	0.99	13551	8	856024841	24717022	34814269	55015364	53300950	825173716	835325631	781774232
F1328	205.0037	11.2	7.01	14.99	874	18828817	0.61	0.85	5	8	2290409	1598095	2026757	2657701	3276999	2750163	2397888	2448351
F1329	205.0037	17.63	14.99	19.51	874	14145559	0.67	0.94	10	8	2778098	1120314	1346559	1804147	1221525	1052897	2639429	2101683
F1330	205.0037	22.2	19.51	24.07	874	10563928	0.62	0.94	5	8	1031815	1177177	1135182	1610532	1930248	1648319	1169616	1227555
F1331	205.0037	36.02	31.37	40.67	874	29525064	0.61	0.94	10	8	3729592	2346916	2665906	4208875	4609304	4290731	4251502	4490183
F1332	205.0037	50.32	45.69	54.95	874	28963578	0.61	0.87	14	8	4049588	2327402	2525776	4019547	4557947	4369556	4292348	4405516
F1333	205.0037	68.51	66.64	70.76	874	2064494	0.68	0.96	5	8	240740	94831	136208	315349	411701	424539	486903	497264
F1334	205.0037	79.04	74.49	83.62	874	9825669	0.68	0.66	9	8	1578530	625212	840983	1161337	1501576	1702813	1516613	1640570
F1335	205.0037	93.39	91.5	98.0	874	4205866	0.68	0.52	8	8	659761	348343	411962	663994	688325	689297	620857	679601
F1336	205.0037	103.79	100.33	108.02	874	4315655	0.69	0.9	6	8	655352	374073	362366	665509	724556	726042	743037	736785
F1337	205.0037	115.1	112.43	118.53	874	3053293	0.68	0.98	6	8	523260	192130	144709	379357	446471	723562	594971	595732
F1338	205.0037	121.55	118.53	123.79	874	2531637	0.69	0.95	6	8	538501	144178	101937	350024	442953	498910	416969	477434
F1339	205.0037	127.61	123.79	132.21	874	7894901	0.64	0.77	12	8	1387077	482822	571878	959602	1172181	1295195	1396045	1316537
F1340	205.0037	210.11	203.22	215.89	874	3109484	0.64	0.91	2	8	591638	337623	276603	443957	533217	712733	691665	688092
F1341	205.0118	7.39	4.69	10.82	875	789508	1.0	0.98	128	1	0	801012	0	0	0	0	0	0
F1342	205.0118	13.1	10.82	14.99	875	1408981	1.0	1.0	257	2	0	36129	0	1385729	0	0	0	0
F1343	205.0118	19.88	17.26	24.07	875	4600781	1.0	0.99	654	6	1612916	13745	0	0	484478	727054	1141949	639646
F1344	165.1022	18.01	16.51	21.82	537	1845778	1.0	0.85	7	4	573935	0	0	0	0	432860	593424	552268
F1345	165.1022	115.48	111.25	117.79	537	1135547	0.5	0.95	2	4	398844	0	0	0	0	384548	321220	402062
F1346	165.1022	129.52	122.3	137.6	537	3213120	0.5	0.89	2	4	1102375	0	0	0	0	993578	1032176	894027
F1347	165.1201	183.04	181.14	187.18	538	15841250	1.0	0.9	2209	8	1949584	2481404	2518321	2231323	2207313	1783595	1395657	1291053
F1348	118.1226	7.01	5.08	11.2	156	24883802	1.0	0.97	19	8	231189	23999991	1721879	344871	208114	252813	249931	255207
F1349	118.1226	12.34	11.2	15.37	156	27471825	1.0	0.91	19	8	78717	1508325	723120	26367473	147065	117938	103432	128593
F1350	118.1226	18.38	15.37	22.95	156	121253644	1.0	0.93	48	8	25629451	1463035	1474050	1956043	25363204	21295538	24181201	22666973
F1351	118.1226	87.41	74.49	88.9	156	26669094	0.77	0.54	3	8	3485400	4409857	3888783	4244205	4715792	3694355	3658837	3774465
F1352	118.1226	95.7	91.87	100.33	156	26053419	0.77	0.9	3	8	3546855	3884258	3977112	3689479	3817189	3432349	3549025	3048426
F1353	118.1226	112.81	110.84	117.41	156	10056941	0.45	0.52	2	8	1595428	1586437	1435699	1574380	1597344	1629924	1570131	1516737
F1354	205.0198	17.63	16.13	19.88	876	1359945	1.0	0.98	6	3	412042	0	0	0	0	0	507777	456578
F1355	258.1701	102.25	98.39	99.93	1261	9960779	0.41	0.99	44	8	59720	21558	51091	49729	35359	57070	46785	40502
F1356	258.1701	104.57	103.4	105.71	1261	17445734	0.41	0.79	47	8	1088625	1099928	1088758	1302408	1116136	900878	988183	1017810
F1357	258.1701	133.76	129.14	135.29	1261	4888495	0.49	0.96	3	8	633068	593584	633074	619598	605422	602793	578003	569599
F1358	119.0491	16.89	14.61	19.88	157	2384156	1.0	0.98	369	5	1183123	31481	81276	0	0	0	687984	415296
F1359	119.0491	138.74	136.83	142.49	157	3465089	1.0	0.88	83	7	209715	890832	676455	478456	705655	0	196694	207142
F1360	205.0683	144.01	142.1	145.92	877	2837674	1.0	0.99	545	5	373578	725862	720700	628594	659799	0	0	0
F1361	119.0834	15.75	14.61	17.63	158	2879154	0.93	0.93	835	8	568603	567943	520563	149637	86987	425791	252600	316030
F1362	119.0834	141.72	139.12	145.18	158	23020586	1.0	0.99	2569	8	948660	5736732	4939297	4454270	3984543	1064714	912381	932225
F1363	165.1386	7.01	4.31	10.44	539	13996019	1.0	0.71	5	8	1503844	6121011	764018	1987464	1555559	1584017	1403566	1293113
F1364	165.1386	12.72	10.44	15.75	539	13660741	1.0	0.95	6	8	1167766	805614	540811	7532944	1610203	1367051	1333027	1302530
F1365	165.1386	19.14	15.75	22.95	539	38654111	1.0	0.99	14	8	7690487	927822	949958	1130925	7803738	8209591	7773276	6885636
F1366	165.1386	76.75	74.12	88.16	539	15729328	0.71	0.55	2	8	2403768	3080245	3125674	2783425	2868747	2303742	2285630	2286479
F1367	205.082	187.18	184.15	191.0	878	1185253	0.43	0.82	3	8	39065	550184	18554	273608	217998	77239	14512	13093
F1368	205.082	208.96	204.36	213.56	878	52430453	1.0	0.92	560	8	6004011	8327668	7060132	7588851	6851771	5909937	5459806	5289765
F1369	165.9304	140.98	136.45	144.79	540	8249573	1.0	0.97	754	8	774439	1464613	1367882	1093653	720272	872507	809938	863692
F1370	258.2792	23.7	20.27	25.97	1262	15639492	1.0	0.95	165	8	3717492	270946	384127	803447	434539	3692608	3250946	3108565
F1371	258.2792	42.59	38.35	46.45	1262	6848720	1.0	0.95	86	8	1687671	87006	136659	295541	91054	1739136	1624614	1527495
F1372	258.2792	50.32	49.17	52.24	1262	604652	0.35	0.83	12	8	92732	24982	56075	71994	66165	100073	116746	94017
F1373	258.9901	139.49	137.22	144.01	1263	117687155	1.0	0.97	21616	8	14881748	19882170	14382841	7692783	16352654	14547890	14412744	14208512
F1374	119.0855	15.75	14.23	19.14	159	46058093	1.0	0.97	685	8	7255498	6708385	6828098	3105693	2389472	6257266	6857264	6670417
F1375	119.0855	105.33	103.01	108.02	159	3627702	1.0	0.99	425	8	991144	15599	13081	28247	32954	846916	774477	898779
F1376	205.0972	113.57	108.83	118.16	879	497582493	1.0	0.97	1446	8	247860862	263960895	285951336	299665246	259285287	254260681	235115558	226305635
F1377	258.9968	139.12	137.6	141.72	1264	11107583	1.0	0.94	2110	8	1321079	1405784	1403253	1456066	1329659	1323912	1308400	1245543
F1378	165.9653	2.02	0.52	6.62	541	1673542	0.47	0.78	3	1	0	0	1696689	0	0	0	0	0
F1379	165.9653	21.43	16.89	24.07	541	3067340	1.0	0.97	13	3	1411452	0	595295	0	0	0	1099078	0
F1380	165.9653	26.36	24.07	30.23	541	2489345	0.65	0.9	7	3	1143750	0	453295	0	0	0	966682	0
F1381	205.1205	160.0	157.35	164.19	880	48866173	1.0	0.99	7950	8	5250629	6935309	7106218	7226072	6563911	5277851	5090619	5193973
F1382	259.0385	21.43	19.51	23.7	1265	2155373	1.0	1.0	408	4	683468	329476	0	0	0	439992	714442	0
F1383	205.1263	160.0	155.42	164.57	881	605445347	1.0	1.0	74815	8	149936364	184467276	207821117	200652049	187370802	159291727	149482335	148996983
F1384	259.0926	174.96	173.81	178.44	1266	1697237	0.38	0.66	17	8	117015	464000	415308	217312	139789	100439	144562	111812
F1385	166.0481	235.2	234.44	236.35	542	1169771	0.38	0.93	15	3	499790	0	0	0	0	0	520785	155196
F1386	166.0481	243.6	239.02	248.19	542	23130724	1.0	0.9	134	7	2035436	5056845	4685015	4266780	4031926	0	2450003	1174746
F1387	259.1072	196.35	194.85	200.92	1267	9705659	1.0	0.94	2066	4	2757211	0	0	0	0	2361251	2148266	2455931
F1388	259.1135	196.35	194.08	200.92	1268	306302257	1.0	0.99	61329	8	75252296	1876692	2946551	4724163	4348191	72504733	74306474	70349043
F1389	166.0518	232.16	227.66	234.82	543	85624684	0.49	0.96	9	8	20746541	146165	112049	55363	110125	20388419	19944240	24141782
F1390	166.0518	243.22	238.64	247.81	543	458099505	1.0	0.92	66	8	42413415	94449005	83825796	75897536	74772255	21789273	50385702	23795008
F1391	119.0896	141.72	137.98	145.55	160	420121052	1.0	0.98	1110	8	17443871	106050613	86554310	75215552	71662878	17401779	16405785	16152543
F1392	119.0896	153.49	148.91	158.12	160	9649778	0.81	0.65	8	8	1451622	760836	743112	1067460	1297431	1493304	1381134	1289054
F1393	119.0896	160.37	160.0	162.66	160	3040120	0.79	0.7	7	8	567403	185366	107616	214681	419500	537522	459419	541935
F1394	119.0896	170.72	166.88	174.19	160	6581714	0.79	0.7	8	8	894109	559923	475213	654340	659159	974640	1156234	1152557
F1395	119.0896	176.12	174.19	176.89	160	1593453	0.56	0.88	3	8	231880	138389	112090	176252	160103	216465	271285	294989
F1396	119.0896	194.46	192.16	195.98	160	1215604	0.46	0.55	2	8	122140	144327	144549	188622	127762	134682	205227	145917
F1397	119.0923	141.72	140.23	144.79	161	9245071	1.0	0.87	1521	7	453543	2639846	1536655	1864862	1971857	0	360748	407652
F1398	259.1766	26.36	24.07	29.08	1269	5212968	1.0	0.92	640	7	827773	839093	0	541178	667071	773596	916249	814190
F1399	259.1766	31.76	29.08	35.25	1269	4206706	1.0	0.95	463	7	537829	797118	0	466880	654848	607190	592979	584876
F1400	259.2129	19.51	17.63	22.2	1270	2953648	1.0	0.99	487	4	852806	0	0	0	471423	0	840518	770681
F1401	166.0537	132.21	131.06	135.67	544	933758	0.21	0.88	2	8	33074	189607	181061	192339	145806	80451	108885	15535
F1402	166.0537	178.05	174.96	182.66	544	74375856	0.83	0.96	22	8	15217211	3052504	3123487	3103100	2535012	16365111	15063833	15936598
F1403	166.0537	231.78	228.41	234.44	544	36948533	0.55	0.97	5	8	9232852	27645	17812	5893	45622	8483724	8742188	10409797
F1404	166.0537	243.22	238.64	247.81	544	219546169	1.0	0.88	31	8	21361645	44704898	38465172	35648066	35757063	10853908	25471564	11591933
F1405	259.2826	24.07	22.58	25.97	1271	2065465	1.0	0.99	45	4	551926	0	0	0	0	581325	520681	421537
F1406	205.17	6.24	1.65	8.91	882	15199731	0.94	0.65	7	7	2094147	2220949	0	2453578	2533317	2206940	2017147	1823882
F1407	205.17	11.96	8.91	15.75	882	12818490	0.94	0.93	8	7	1896771	494108	0	2332590	2525438	2129941	1904830	2011306
F1408	205.17	18.01	15.75	22.58	882	8503631	0.94	0.91	7	7	1760466	391139	0	356099	1674299	1500462	1848937	1672294
F1409	205.17	24.44	22.58	29.08	882	2882822	0.54	0.75	2	7	450470	614566	0	502071	554873	542192	451042	434977
F1410	205.17	81.72	75.23	86.65	882	4302734	0.44	0.78	2	7	730728	1002909	0	937544	831131	719513	679677	561577
F1411	259.9912	138.74	137.6	141.35	1272	7322335	1.0	0.87	1684	5	1612028	0	0	1029873	0	1640004	1484707	1566723
F1412	119.126	7.01	5.08	10.44	162	1420094	1.0	0.99	64	1	0	1436560	0	0	0	0	0	0
F1413	119.126	12.72	10.44	14.61	162	1587700	1.0	0.99	74	2	0	85287	0	1514272	0	0	0	0
F1414	119.126	19.14	16.13	23.32	162	6725971	1.0	1.0	205	7	1462812	29105	0	34141	1526754	1107303	1434874	1143221
F1415	166.0723	75.99	73.01	79.04	545	46530964	1.0	0.99	1938	8	4760010	5977599	6240621	6754910	6178479	5315224	5181135	4995797
F1416	205.9873	50.32	47.22	54.18	883	14230190	1.0	0.99	2083	8	1800064	5477137	2233199	874720	848459	1172642	1563717	1152413
F1417	260.0443	262.7	258.12	267.29	1273	15058502	0.66	0.91	11	6	1858835	3630928	2829115	2351269	2683309	0	1768222	0
F1418	166.0777	24.44	21.43	29.08	546	1456989	0.65	0.73	14	2	729682	0	0	0	0	801993	0	0
F1419	260.0532	202.84	200.92	205.89	1274	1319719	1.0	0.99	223	3	500761	0	0	0	0	455516	0	377250
F1420	120.0556	16.89	15.37	18.76	163	1384134	1.0	0.98	17	4	211617	0	0	0	0	260364	446719	478554
F1421	205.9958	160.75	159.26	164.19	884	8155526	1.0	0.94	1330	6	1706197	0	0	1488892	1524871	1477135	946393	1000153
F1422	205.9958	167.65	164.19	169.57	884	2577020	1.0	0.86	271	6	492488	0	0	399271	468951	545734	283275	368119
F1423	205.9958	171.88	169.57	175.35	884	1979331	0.98	0.94	207	6	533571	0	0	56833	190386	456694	381890	375957
F1424	205.9958	178.05	175.35	181.14	884	1409793	0.85	0.85	121	5	346163	0	0	0	29005	371483	374306	304836
F1425	260.1143	196.35	194.08	200.92	1275	37436717	1.0	0.99	7673	7	9213546	0	363083	594880	465490	8850803	9591380	8376535
F1426	166.084	137.98	133.76	142.1	547	52034830	1.0	0.97	5587	8	2098700	4649376	9133894	11848148	16913801	2300818	2258284	2230781
F1427	166.084	150.41	148.91	154.65	547	1367612	0.74	0.82	165	8	101186	217495	277806	329336	200392	46408	90962	80783
F1428	206.0945	112.81	111.25	117.41	885	14393340	1.0	0.86	2967	8	1608626	1891713	1964106	1975448	1906596	1690535	1691170	1507388
F1429	260.1646	34.49	32.55	36.02	1276	723160	0.5	0.96	141	4	161904	0	0	0	0	181062	200264	189930
F1430	120.0655	38.35	36.78	42.2	164	1289384	0.09	0.53	32	4	0	338074	347065	330592	288653	0	0	0
F1431	120.0655	163.81	160.0	168.42	164	317521076	1.0	0.89	56	8	36172228	47264228	42768571	41243710	38605986	37051282	34175089	34079056
F1432	206.1005	112.81	110.84	117.41	886	250990291	1.0	0.86	3034	8	29271413	31749845	34645775	35460799	31480958	30317350	28398579	27141346
F1433	166.0863	115.1	110.44	119.65	548	539213050	1.0	0.97	348	8	250827198	293757461	365017802	300825754	250383726	249740980	233837636	227941125
F1434	260.1857	99.55	95.32	104.19	1277	153119307	1.0	0.94	9231	8	20395809	15767397	20658914	19047107	15247537	21711988	19376428	20669540
F1435	260.9882	139.12	137.6	142.1	1278	17596917	1.0	0.95	3440	8	2118506	2745985	2396134	2368700	2101763	1793563	1926953	1595751
F1436	206.1176	101.86	97.23	106.47	887	18668418	1.0	0.87	108	8	2672898	1979891	1831195	1893087	1785010	2866743	2757779	2790062
F1437	261.0982	80.19	77.13	82.86	1279	3360289	1.0	0.99	427	4	858716	0	0	0	0	831902	882622	803055
F1438	166.1227	18.76	14.61	23.32	549	1882312	1.0	0.94	7	3	667810	0	0	0	603923	0	663386	0
F1439	261.1175	196.35	194.46	200.54	1280	3105138	1.0	1.0	511	4	849722	0	0	0	0	721862	816275	736243
F1440	206.128	160.0	155.42	164.57	888	99426102	1.0	0.97	2122	8	11003928	10313382	15431843	15833770	13912306	11865942	8546854	10835902
F1441	166.1339	7.01	4.31	9.67	550	3650251	0.8	0.89	4	8	182169	2041346	1051984	392804	252594	216979	160853	167609
F1442	166.1339	12.72	9.67	15.37	550	4186803	0.8	0.94	5	8	231173	957995	409477	2610285	397782	196400	90814	173503
F1443	166.1339	19.14	15.37	23.7	550	19209818	1.0	0.95	13	8	3567485	918037	561227	1458093	3911636	3624589	3195567	3155152
F1444	166.1339	81.72	74.49	89.28	550	11914480	0.77	0.77	2	8	1600688	2134696	1862320	2094478	1965736	1525534	1471012	1491890
F1445	166.1339	104.95	100.33	109.63	550	13336484	0.78	0.9	6	8	1817627	1904324	2001946	1903081	1865295	1798424	1751020	1677921
